sku,category,product_name,description,msrp,wholesale_price,options
AB-FR-010,Frames,Precision Frame,Durable frames built for performance,924.77,660.55,"{""colors"": [""sv3456"", ""or8901"", ""br7654"", ""bl4567""], ""sizes"": [""XL"", ""XS"", ""L""], ""weight"": ""26.4 lbs""}"
AB-FR-011,Frames,Heavy-Duty Foundation,Reliable frames for everyday use,1296.16,925.83,"{""colors"": [""or8901"", ""cb8901"", ""yl5678"", ""gr5432""], ""sizes"": [""S"", ""L"", ""M"", ""XL""], ""weight"": ""24.9 lbs""}"
AB-FR-012,Frames,Durable Chassis,Professional-grade frames with advanced features,539.04,385.03,"{""colors"": [""wh9001"", ""bk1798""], ""sizes"": [""XS"", ""S"", ""M"", ""L""], ""weight"": ""23.3 lbs""}"
AB-FR-013,Frames,Precision Structure,Professional-grade frames with advanced features,1937.08,1383.63,"{""colors"": [""ti2345"", ""bl4567""], ""sizes"": [""M"", ""XS"", ""S"", ""XL""], ""weight"": ""25.1 lbs""}"
AB-FR-014,Frames,Heavy-Duty Structure,Durable frames built for performance,380.42,271.73,"{""colors"": [""fg3456"", ""cb8901"", ""ol4567"", ""bk1798"", ""rd7298""], ""sizes"": [""M"", ""XL"", ""L""], ""weight"": ""24.6 lbs""}"
AB-FR-015,Frames,Heavy-Duty Base,Lightweight frames for competitive riding,500.89,357.78,"{""colors"": [""gy6789"", ""cr4321"", ""or8901"", ""fg3456""], ""sizes"": [""XL"", ""M"", ""L""], ""weight"": ""29.5 lbs""}"
AB-FR-016,Frames,Durable Structure,Reliable frames for everyday use,1275.72,911.23,"{""colors"": [""cr4321"", ""br7654"", ""yl5678"", ""wh9001""], ""sizes"": [""M"", ""XS"", ""S""], ""weight"": ""34.7 lbs""}"
AB-FR-017,Frames,Lightweight Foundation,Professional-grade frames with advanced features,1768.77,1263.41,"{""colors"": [""ol4567"", ""cr4321""], ""sizes"": [""M"", ""XS"", ""S"", ""XL""], ""weight"": ""16.7 lbs""}"
AB-FR-018,Frames,Precision Chassis,Durable frames built for performance,1362.56,973.26,"{""colors"": [""sv3456"", ""gr5432"", ""rd7298""], ""sizes"": [""M"", ""XS"", ""L""], ""weight"": ""33.3 lbs""}"
AB-FR-019,Frames,Durable Base,Reliable frames for everyday use,394.67,281.91,"{""colors"": [""bl4567"", ""yl5678"", ""gy6789""], ""sizes"": [""M"", ""S"", ""XS"", ""XL""], ""weight"": ""19.1 lbs""}"
AB-FR-020,Frames,High-Performance Frame,Reliable frames for everyday use,1289.61,921.15,"{""colors"": [""bk1798"", ""gr5432""], ""sizes"": [""XL"", ""XS"", ""S""], ""weight"": ""24.3 lbs""}"
AB-FR-021,Frames,Heavy-Duty Frame,Durable frames built for performance,1903.59,1359.71,"{""colors"": [""cb8901"", ""cr4321""], ""sizes"": [""S"", ""M"", ""XS"", ""L""], ""weight"": ""20.7 lbs""}"
AB-FR-022,Frames,Precision Foundation,Durable frames built for performance,1262.81,902.01,"{""colors"": [""rd7298"", ""gr5432"", ""wh9001""], ""sizes"": [""XL"", ""XS"", ""L""], ""weight"": ""25.9 lbs""}"
AB-FR-023,Frames,Precision Foundation,Durable frames built for performance,671.62,479.73,"{""colors"": [""rd7298"", ""wh9001"", ""gr5432""], ""sizes"": [""XL"", ""L"", ""XS"", ""M""], ""weight"": ""15.6 lbs""}"
AB-FR-024,Frames,Heavy-Duty Frame,Lightweight frames for competitive riding,873.89,624.21,"{""colors"": [""rd7298"", ""fg3456"", ""cb8901"", ""cr4321"", ""ti2345""], ""sizes"": [""XL"", ""M"", ""S"", ""L""], ""weight"": ""31.3 lbs""}"
AB-FR-025,Frames,Heavy-Duty Foundation,High-quality frames for serious cyclists,1197.71,855.51,"{""colors"": [""wh9001"", ""gy6789"", ""gr5432"", ""ti2345"", ""fg3456""], ""sizes"": [""L"", ""S"", ""XS"", ""M""], ""weight"": ""32.2 lbs""}"
AB-FR-026,Frames,Precision Foundation,Durable frames built for performance,745.28,532.34,"{""colors"": [""gy6789"", ""br7654"", ""bk1798"", ""wh9001""], ""sizes"": [""XS"", ""M"", ""S"", ""L""], ""weight"": ""31.9 lbs""}"
AB-FR-027,Frames,Precision Structure,Reliable frames for everyday use,1742.73,1244.81,"{""colors"": [""or8901"", ""ol4567""], ""sizes"": [""M"", ""XS"", ""S""], ""weight"": ""25.7 lbs""}"
AB-FR-028,Frames,Durable Base,Professional-grade frames with advanced features,990.3,707.36,"{""colors"": [""gy6789"", ""or8901"", ""wh9001""], ""sizes"": [""S"", ""L"", ""XL"", ""M""], ""weight"": ""25.9 lbs""}"
AB-FR-029,Frames,Lightweight Chassis,Reliable frames for everyday use,387.16,276.54,"{""colors"": [""wh9001"", ""cb8901"", ""ol4567"", ""gy6789"", ""yl5678""], ""sizes"": [""L"", ""S"", ""XL""], ""weight"": ""34.1 lbs""}"
AB-FR-030,Frames,Durable Frame,Reliable frames for everyday use,380.38,271.7,"{""colors"": [""yl5678"", ""gy6789"", ""ti2345"", ""cr4321"", ""bk1798""], ""sizes"": [""S"", ""XL"", ""M""], ""weight"": ""33.1 lbs""}"
AB-FR-031,Frames,Lightweight Frame,Durable frames built for performance,496.1,354.36,"{""colors"": [""cb8901"", ""br7654"", ""gy6789"", ""bl4567"", ""fg3456""], ""sizes"": [""M"", ""XL"", ""S"", ""L""], ""weight"": ""34.8 lbs""}"
AB-FR-032,Frames,Heavy-Duty Foundation,Lightweight frames for competitive riding,2088.59,1491.85,"{""colors"": [""ol4567"", ""gr5432"", ""bk1798""], ""sizes"": [""XL"", ""XS"", ""L"", ""S""], ""weight"": ""17.2 lbs""}"
AB-FR-033,Frames,Heavy-Duty Structure,Reliable frames for everyday use,492.53,351.81,"{""colors"": [""ti2345"", ""yl5678"", ""fg3456"", ""or8901"", ""cr4321""], ""sizes"": [""L"", ""S"", ""M"", ""XS""], ""weight"": ""24.5 lbs""}"
AB-FR-034,Frames,Durable Chassis,Durable frames built for performance,1371.3,979.5,"{""colors"": [""rd7298"", ""gr5432"", ""ti2345"", ""br7654"", ""fg3456""], ""sizes"": [""XS"", ""XL"", ""L""], ""weight"": ""29.4 lbs""}"
AB-FR-035,Frames,Advanced Base,Professional-grade frames with advanced features,1454.24,1038.74,"{""colors"": [""rd7298"", ""ti2345""], ""sizes"": [""L"", ""XL"", ""M"", ""XS""], ""weight"": ""24.1 lbs""}"
AB-FR-036,Frames,Durable Base,Professional-grade frames with advanced features,1082.37,773.12,"{""colors"": [""or8901"", ""cb8901"", ""bk1798""], ""sizes"": [""S"", ""M"", ""XL"", ""L""], ""weight"": ""15.7 lbs""}"
AB-FR-037,Frames,Durable Frame,High-quality frames for serious cyclists,1284.08,917.2,"{""colors"": [""fg3456"", ""wh9001"", ""rd7298"", ""br7654"", ""sv3456""], ""sizes"": [""L"", ""XS"", ""M"", ""XL""], ""weight"": ""19.9 lbs""}"
AB-FR-038,Frames,Advanced Frame,Durable frames built for performance,1930.4,1378.86,"{""colors"": [""br7654"", ""yl5678""], ""sizes"": [""L"", ""XL"", ""M""], ""weight"": ""33.1 lbs""}"
AB-FR-039,Frames,Advanced Foundation,Durable frames built for performance,753.77,538.41,"{""colors"": [""rd7298"", ""bk1798"", ""fg3456"", ""cb8901""], ""sizes"": [""XL"", ""M"", ""XS"", ""S""], ""weight"": ""26.6 lbs""}"
AB-FR-040,Frames,Heavy-Duty Foundation,Reliable frames for everyday use,867.82,619.87,"{""colors"": [""gr5432"", ""gy6789""], ""sizes"": [""S"", ""XS"", ""XL""], ""weight"": ""20.0 lbs""}"
AB-WH-001,Wheels & Tires,Precision Tube,High-quality wheels & tires for serious cyclists,588.14,420.1,"{""colors"": [""cb8901"", ""rd7298""], ""wheel_size"": ""27.5\""""}"
AB-WH-002,Wheels & Tires,Precision Tire,Professional-grade wheels & tires with advanced features,309.26,220.9,"{""colors"": [""rd7298"", ""cr4321"", ""sv3456"", ""bk1798"", ""yl5678""], ""wheel_size"": ""26\""""}"
AB-WH-003,Wheels & Tires,Durable Rim,Lightweight wheels & tires for competitive riding,373.81,267.01,"{""colors"": [""bl4567"", ""ti2345"", ""gy6789"", ""fg3456"", ""ol4567""], ""wheel_size"": ""27.5\""""}"
AB-WH-004,Wheels & Tires,Durable Rim,Durable wheels & tires built for performance,430.65,307.61,"{""colors"": [""bk1798"", ""rd7298""], ""wheel_size"": ""700c""}"
AB-WH-005,Wheels & Tires,High-Performance Tire,Reliable wheels & tires for everyday use,513.35,366.68,"{""colors"": [""or8901"", ""ti2345"", ""fg3456""], ""wheel_size"": ""700c""}"
AB-WH-006,Wheels & Tires,Precision Tire,Lightweight wheels & tires for competitive riding,339.42,242.44,"{""colors"": [""gr5432"", ""cr4321""], ""wheel_size"": ""700c""}"
AB-WH-007,Wheels & Tires,Advanced Tire,High-quality wheels & tires for serious cyclists,608.51,434.65,"{""colors"": [""br7654"", ""sv3456""], ""wheel_size"": ""29\""""}"
AB-WH-008,Wheels & Tires,Durable Tire,Durable wheels & tires built for performance,485.66,346.9,"{""colors"": [""gr5432"", ""ti2345""], ""wheel_size"": ""700c""}"
AB-WH-009,Wheels & Tires,Advanced Tire,Reliable wheels & tires for everyday use,362.25,258.75,"{""colors"": [""sv3456"", ""yl5678"", ""ti2345""], ""wheel_size"": ""27.5\""""}"
AB-WH-010,Wheels & Tires,Durable Hub,High-quality wheels & tires for serious cyclists,252.52,180.37,"{""colors"": [""or8901"", ""wh9001""], ""wheel_size"": ""26\""""}"
AB-WH-011,Wheels & Tires,Precision Tire,Durable wheels & tires built for performance,361.23,258.02,"{""colors"": [""bk1798"", ""br7654"", ""cb8901""], ""wheel_size"": ""26\""""}"
AB-WH-012,Wheels & Tires,Durable Wheelset,High-quality wheels & tires for serious cyclists,386.46,276.04,"{""colors"": [""wh9001"", ""ol4567""], ""wheel_size"": ""27.5\""""}"
AB-WH-013,Wheels & Tires,Advanced Tire,Professional-grade wheels & tires with advanced features,1289.79,921.28,"{""colors"": [""fg3456"", ""rd7298""], ""wheel_size"": ""29\""""}"
AB-WH-014,Wheels & Tires,High-Performance Hub,Durable wheels & tires built for performance,249.66,178.33,"{""colors"": [""fg3456"", ""ti2345"", ""cr4321"", ""yl5678"", ""gr5432""], ""wheel_size"": ""27.5\""""}"
AB-WH-015,Wheels & Tires,Precision Wheelset,Durable wheels & tires built for performance,228.16,162.97,"{""colors"": [""gr5432"", ""ol4567""], ""wheel_size"": ""29\""""}"
AB-WH-016,Wheels & Tires,High-Performance Rim,Professional-grade wheels & tires with advanced features,237.3,169.5,"{""colors"": [""rd7298"", ""ti2345"", ""gy6789"", ""wh9001"", ""br7654""], ""wheel_size"": ""700c""}"
AB-WH-017,Wheels & Tires,Durable Rim,Durable wheels & tires built for performance,272.66,194.76,"{""colors"": [""bk1798"", ""wh9001""], ""wheel_size"": ""26\""""}"
AB-WH-018,Wheels & Tires,Advanced Tube,High-quality wheels & tires for serious cyclists,572.33,408.81,"{""colors"": [""rd7298"", ""ti2345"", ""ol4567"", ""bk1798"", ""fg3456""], ""wheel_size"": ""700c""}"
AB-WH-019,Wheels & Tires,Lightweight Hub,Reliable wheels & tires for everyday use,597.31,426.65,"{""colors"": [""sv3456"", ""fg3456""], ""wheel_size"": ""700c""}"
AB-WH-020,Wheels & Tires,High-Performance Tire,High-quality wheels & tires for serious cyclists,914.49,653.21,"{""colors"": [""bk1798"", ""or8901"", ""fg3456""], ""wheel_size"": ""700c""}"
AB-WH-021,Wheels & Tires,Durable Wheelset,Durable wheels & tires built for performance,1363.63,974.02,"{""colors"": [""ti2345"", ""gr5432"", ""or8901"", ""bk1798""], ""wheel_size"": ""26\""""}"
AB-WH-022,Wheels & Tires,Durable Hub,Lightweight wheels & tires for competitive riding,435.76,311.26,"{""colors"": [""ti2345"", ""bl4567"", ""rd7298"", ""sv3456""], ""wheel_size"": ""26\""""}"
AB-WH-023,Wheels & Tires,Advanced Tire,Lightweight wheels & tires for competitive riding,313.47,223.91,"{""colors"": [""ti2345"", ""fg3456""], ""wheel_size"": ""29\""""}"
AB-WH-024,Wheels & Tires,Heavy-Duty Tire,Professional-grade wheels & tires with advanced features,868.84,620.6,"{""colors"": [""bl4567"", ""bk1798""], ""wheel_size"": ""27.5\""""}"
AB-WH-025,Wheels & Tires,High-Performance Tire,Durable wheels & tires built for performance,262.58,187.56,"{""colors"": [""sv3456"", ""ol4567"", ""cr4321"", ""gy6789"", ""bk1798""], ""wheel_size"": ""26\""""}"
AB-WH-026,Wheels & Tires,Heavy-Duty Hub,High-quality wheels & tires for serious cyclists,574.41,410.29,"{""colors"": [""wh9001"", ""bl4567"", ""cr4321"", ""ti2345"", ""fg3456""], ""wheel_size"": ""700c""}"
AB-WH-027,Wheels & Tires,Lightweight Tube,High-quality wheels & tires for serious cyclists,970.47,693.19,"{""colors"": [""fg3456"", ""rd7298""], ""wheel_size"": ""700c""}"
AB-WH-028,Wheels & Tires,High-Performance Wheelset,Professional-grade wheels & tires with advanced features,865.65,618.32,"{""colors"": [""rd7298"", ""ti2345""], ""wheel_size"": ""26\""""}"
AB-WH-029,Wheels & Tires,Heavy-Duty Hub,Reliable wheels & tires for everyday use,816.72,583.37,"{""colors"": [""ol4567"", ""br7654""], ""wheel_size"": ""26\""""}"
AB-WH-030,Wheels & Tires,High-Performance Wheelset,Professional-grade wheels & tires with advanced features,1287.54,919.67,"{""colors"": [""cr4321"", ""bl4567""], ""wheel_size"": ""700c""}"
AB-WH-031,Wheels & Tires,Advanced Hub,Reliable wheels & tires for everyday use,696.18,497.27,"{""colors"": [""yl5678"", ""ol4567"", ""cr4321""], ""wheel_size"": ""27.5\""""}"
AB-WH-032,Wheels & Tires,Durable Wheelset,High-quality wheels & tires for serious cyclists,317.58,226.84,"{""colors"": [""rd7298"", ""cr4321"", ""or8901"", ""br7654""], ""wheel_size"": ""29\""""}"
AB-WH-033,Wheels & Tires,Lightweight Tube,Reliable wheels & tires for everyday use,662.33,473.09,"{""colors"": [""rd7298"", ""wh9001""], ""wheel_size"": ""700c""}"
AB-WH-034,Wheels & Tires,Heavy-Duty Rim,High-quality wheels & tires for serious cyclists,593.91,424.22,"{""colors"": [""br7654"", ""wh9001"", ""fg3456""], ""wheel_size"": ""29\""""}"
AB-WH-035,Wheels & Tires,Advanced Tire,Professional-grade wheels & tires with advanced features,850.79,607.71,"{""colors"": [""ti2345"", ""gr5432"", ""sv3456""], ""wheel_size"": ""700c""}"
AB-WH-036,Wheels & Tires,Lightweight Tire,High-quality wheels & tires for serious cyclists,348.38,248.84,"{""colors"": [""fg3456"", ""gy6789"", ""cb8901""], ""wheel_size"": ""26\""""}"
AB-WH-037,Wheels & Tires,Precision Hub,Professional-grade wheels & tires with advanced features,561.92,401.37,"{""colors"": [""wh9001"", ""sv3456"", ""br7654""], ""wheel_size"": ""29\""""}"
AB-WH-038,Wheels & Tires,Durable Tube,Professional-grade wheels & tires with advanced features,332.0,237.14,"{""colors"": [""bk1798"", ""bl4567"", ""wh9001"", ""rd7298""], ""wheel_size"": ""700c""}"
AB-WH-039,Wheels & Tires,Lightweight Tire,High-quality wheels & tires for serious cyclists,355.05,253.61,"{""colors"": [""ti2345"", ""yl5678""], ""wheel_size"": ""29\""""}"
AB-WH-040,Wheels & Tires,High-Performance Rim,Lightweight wheels & tires for competitive riding,485.52,346.8,"{""colors"": [""wh9001"", ""fg3456""], ""wheel_size"": ""26\""""}"
AB-BR-001,Brakes,Lightweight Pad,Lightweight brakes for competitive riding,147.2,105.14,"{""colors"": [""wh9001"", ""bl4567""], ""brake_type"": ""hydraulic""}"
AB-BR-002,Brakes,Durable Disc,Professional-grade brakes with advanced features,409.02,292.16,"{""colors"": [""bl4567"", ""cr4321"", ""wh9001"", ""yl5678""], ""brake_type"": ""rim""}"
AB-BR-003,Brakes,Lightweight Brake,Lightweight brakes for competitive riding,370.15,264.39,"{""colors"": [""wh9001"", ""gy6789"", ""cb8901""], ""brake_type"": ""disc""}"
AB-BR-004,Brakes,High-Performance Brake,Reliable brakes for everyday use,121.69,86.92,"{""colors"": [""rd7298"", ""or8901"", ""yl5678"", ""br7654"", ""gy6789""], ""brake_type"": ""hydraulic""}"
AB-BR-005,Brakes,Advanced Stopper,Professional-grade brakes with advanced features,244.48,174.63,"{""colors"": [""rd7298"", ""bk1798"", ""fg3456"", ""cb8901""], ""brake_type"": ""rim""}"
AB-BR-006,Brakes,Lightweight Caliper,Lightweight brakes for competitive riding,107.02,76.44,"{""colors"": [""rd7298"", ""cr4321"", ""yl5678"", ""bl4567"", ""gr5432""], ""brake_type"": ""hydraulic""}"
AB-BR-007,Brakes,Advanced Stopper,Reliable brakes for everyday use,538.85,384.89,"{""colors"": [""wh9001"", ""or8901"", ""sv3456""], ""brake_type"": ""disc""}"
AB-BR-008,Brakes,Durable Stopper,Durable brakes built for performance,364.62,260.44,"{""colors"": [""fg3456"", ""or8901""], ""brake_type"": ""hydraulic""}"
AB-BR-009,Brakes,Lightweight Stopper,Professional-grade brakes with advanced features,202.05,144.32,"{""colors"": [""br7654"", ""cb8901"", ""bk1798""], ""brake_type"": ""disc""}"
AB-BR-010,Brakes,Heavy-Duty Brake,Reliable brakes for everyday use,347.23,248.02,"{""colors"": [""or8901"", ""sv3456""], ""brake_type"": ""disc""}"
AB-BR-011,Brakes,Advanced Disc,Professional-grade brakes with advanced features,93.6,66.86,"{""colors"": [""sv3456"", ""cr4321""], ""brake_type"": ""rim""}"
AB-BR-012,Brakes,Lightweight Disc,Professional-grade brakes with advanced features,128.06,91.47,"{""colors"": [""bk1798"", ""gy6789""], ""brake_type"": ""hydraulic""}"
AB-BR-013,Brakes,Lightweight Caliper,Reliable brakes for everyday use,368.13,262.95,"{""colors"": [""gy6789"", ""br7654""], ""brake_type"": ""rim""}"
AB-BR-014,Brakes,Lightweight Disc,High-quality brakes for serious cyclists,217.14,155.1,"{""colors"": [""or8901"", ""fg3456""], ""brake_type"": ""disc""}"
AB-BR-015,Brakes,Heavy-Duty Pad,Durable brakes built for performance,201.39,143.85,"{""colors"": [""cr4321"", ""ti2345"", ""wh9001""], ""brake_type"": ""hydraulic""}"
AB-BR-016,Brakes,Advanced Caliper,Durable brakes built for performance,95.69,68.35,"{""colors"": [""wh9001"", ""or8901""], ""brake_type"": ""disc""}"
AB-BR-017,Brakes,Durable Disc,Professional-grade brakes with advanced features,90.68,64.77,"{""colors"": [""sv3456"", ""fg3456""], ""brake_type"": ""rim""}"
AB-BR-018,Brakes,Precision Stopper,Lightweight brakes for competitive riding,136.18,97.27,"{""colors"": [""cr4321"", ""fg3456"", ""br7654""], ""brake_type"": ""rim""}"
AB-BR-019,Brakes,Precision Caliper,Lightweight brakes for competitive riding,207.48,148.2,"{""colors"": [""bk1798"", ""wh9001"", ""yl5678"", ""cr4321""], ""brake_type"": ""disc""}"
AB-BR-020,Brakes,Durable Disc,Lightweight brakes for competitive riding,521.82,372.73,"{""colors"": [""gy6789"", ""cb8901"", ""yl5678"", ""ti2345""], ""brake_type"": ""hydraulic""}"
AB-BR-021,Brakes,Lightweight Brake,Lightweight brakes for competitive riding,238.67,170.48,"{""colors"": [""gr5432"", ""wh9001"", ""ol4567""], ""brake_type"": ""rim""}"
AB-BR-022,Brakes,Heavy-Duty Caliper,Professional-grade brakes with advanced features,134.23,95.88,"{""colors"": [""gr5432"", ""or8901""], ""brake_type"": ""hydraulic""}"
AB-BR-023,Brakes,Lightweight Pad,Lightweight brakes for competitive riding,282.24,201.6,"{""colors"": [""gr5432"", ""bl4567""], ""brake_type"": ""rim""}"
AB-BR-024,Brakes,Lightweight Brake,Lightweight brakes for competitive riding,480.41,343.15,"{""colors"": [""ti2345"", ""br7654"", ""cr4321"", ""yl5678""], ""brake_type"": ""disc""}"
AB-BR-025,Brakes,Advanced Pad,Lightweight brakes for competitive riding,524.59,374.71,"{""colors"": [""gr5432"", ""cb8901"", ""rd7298"", ""br7654"", ""cr4321""], ""brake_type"": ""disc""}"
AB-BR-026,Brakes,High-Performance Stopper,High-quality brakes for serious cyclists,244.1,174.36,"{""colors"": [""yl5678"", ""gr5432"", ""gy6789""], ""brake_type"": ""rim""}"
AB-BR-027,Brakes,Lightweight Pad,Professional-grade brakes with advanced features,399.9,285.64,"{""colors"": [""rd7298"", ""bl4567"", ""wh9001""], ""brake_type"": ""rim""}"
AB-BR-028,Brakes,Durable Caliper,Durable brakes built for performance,131.75,94.11,"{""colors"": [""bl4567"", ""sv3456"", ""fg3456""], ""brake_type"": ""rim""}"
AB-BR-029,Brakes,Precision Caliper,Reliable brakes for everyday use,128.7,91.93,"{""colors"": [""sv3456"", ""gr5432"", ""wh9001""], ""brake_type"": ""rim""}"
AB-BR-030,Brakes,High-Performance Disc,Durable brakes built for performance,154.46,110.33,"{""colors"": [""bk1798"", ""fg3456"", ""sv3456""], ""brake_type"": ""hydraulic""}"
AB-BR-031,Brakes,Advanced Caliper,Durable brakes built for performance,205.16,146.54,"{""colors"": [""cr4321"", ""cb8901"", ""fg3456""], ""brake_type"": ""disc""}"
AB-BR-032,Brakes,Advanced Caliper,High-quality brakes for serious cyclists,102.98,73.56,"{""colors"": [""ti2345"", ""sv3456"", ""wh9001""], ""brake_type"": ""disc""}"
AB-BR-033,Brakes,High-Performance Brake,Lightweight brakes for competitive riding,524.36,374.54,"{""colors"": [""wh9001"", ""yl5678"", ""bk1798"", ""cb8901""], ""brake_type"": ""hydraulic""}"
AB-BR-034,Brakes,Durable Stopper,Durable brakes built for performance,385.76,275.54,"{""colors"": [""bk1798"", ""wh9001"", ""sv3456""], ""brake_type"": ""disc""}"
AB-BR-035,Brakes,Durable Brake,Durable brakes built for performance,256.66,183.33,"{""colors"": [""br7654"", ""ti2345""], ""brake_type"": ""disc""}"
AB-BR-036,Brakes,Lightweight Disc,Durable brakes built for performance,286.1,204.36,"{""colors"": [""gr5432"", ""yl5678""], ""brake_type"": ""disc""}"
AB-BR-037,Brakes,High-Performance Caliper,Lightweight brakes for competitive riding,355.63,254.02,"{""colors"": [""cr4321"", ""gy6789"", ""gr5432"", ""rd7298"", ""or8901""], ""brake_type"": ""hydraulic""}"
AB-BR-038,Brakes,Lightweight Disc,Professional-grade brakes with advanced features,469.94,335.67,"{""colors"": [""gr5432"", ""gy6789"", ""sv3456""], ""brake_type"": ""disc""}"
AB-BR-039,Brakes,Durable Brake,Lightweight brakes for competitive riding,238.85,170.61,"{""colors"": [""or8901"", ""rd7298"", ""sv3456"", ""gy6789""], ""brake_type"": ""hydraulic""}"
AB-BR-040,Brakes,Lightweight Pad,Lightweight brakes for competitive riding,120.33,85.95,"{""colors"": [""sv3456"", ""gy6789"", ""bk1798"", ""gr5432""], ""brake_type"": ""hydraulic""}"
AB-GR-001,Gears & Drivetrain,High-Performance Shifter,Professional-grade gears & drivetrain with advanced features,940.74,671.96,"{""colors"": [""cr4321"", ""bk1798""], ""speeds"": ""9""}"
AB-GR-002,Gears & Drivetrain,Precision Shifter,Durable gears & drivetrain built for performance,459.12,327.94,"{""colors"": [""rd7298"", ""gy6789"", ""fg3456"", ""ti2345"", ""bl4567""], ""speeds"": ""7""}"
AB-GR-003,Gears & Drivetrain,Precision Gear,High-quality gears & drivetrain for serious cyclists,733.21,523.72,"{""colors"": [""cb8901"", ""gy6789"", ""br7654"", ""or8901""], ""speeds"": ""11""}"
AB-GR-004,Gears & Drivetrain,Advanced Cassette,Reliable gears & drivetrain for everyday use,170.51,121.79,"{""colors"": [""ol4567"", ""gr5432""], ""speeds"": ""9""}"
AB-GR-005,Gears & Drivetrain,Heavy-Duty Chainring,Professional-grade gears & drivetrain with advanced features,236.85,169.18,"{""colors"": [""rd7298"", ""bk1798"", ""gr5432"", ""yl5678""], ""speeds"": ""21""}"
AB-GR-006,Gears & Drivetrain,Heavy-Duty Shifter,High-quality gears & drivetrain for serious cyclists,357.87,255.62,"{""colors"": [""cr4321"", ""ti2345"", ""rd7298""], ""speeds"": ""8""}"
AB-GR-007,Gears & Drivetrain,Lightweight Chainring,Durable gears & drivetrain built for performance,765.49,546.78,"{""colors"": [""gr5432"", ""ti2345"", ""fg3456"", ""cr4321""], ""speeds"": ""12""}"
AB-GR-008,Gears & Drivetrain,Durable Gear,Professional-grade gears & drivetrain with advanced features,777.69,555.49,"{""colors"": [""rd7298"", ""sv3456""], ""speeds"": ""11""}"
AB-GR-009,Gears & Drivetrain,High-Performance Shifter,Professional-grade gears & drivetrain with advanced features,527.2,376.57,"{""colors"": [""bl4567"", ""rd7298""], ""speeds"": ""27""}"
AB-GR-010,Gears & Drivetrain,Lightweight Derailleur,Reliable gears & drivetrain for everyday use,887.64,634.03,"{""colors"": [""or8901"", ""gy6789""], ""speeds"": ""8""}"
AB-GR-011,Gears & Drivetrain,Lightweight Gear,Durable gears & drivetrain built for performance,177.21,126.58,"{""colors"": [""rd7298"", ""ol4567"", ""gy6789"", ""cb8901""], ""speeds"": ""27""}"
AB-GR-012,Gears & Drivetrain,Lightweight Shifter,High-quality gears & drivetrain for serious cyclists,319.23,228.02,"{""colors"": [""rd7298"", ""ol4567"", ""fg3456""], ""speeds"": ""9""}"
AB-GR-013,Gears & Drivetrain,Precision Derailleur,High-quality gears & drivetrain for serious cyclists,227.63,162.59,"{""colors"": [""fg3456"", ""cr4321"", ""ol4567"", ""wh9001"", ""br7654""], ""speeds"": ""7""}"
AB-GR-014,Gears & Drivetrain,High-Performance Cassette,High-quality gears & drivetrain for serious cyclists,159.38,113.84,"{""colors"": [""gy6789"", ""wh9001""], ""speeds"": ""11""}"
AB-GR-015,Gears & Drivetrain,Heavy-Duty Gear,High-quality gears & drivetrain for serious cyclists,413.14,295.1,"{""colors"": [""br7654"", ""cb8901""], ""speeds"": ""10""}"
AB-GR-016,Gears & Drivetrain,Lightweight Chainring,High-quality gears & drivetrain for serious cyclists,266.34,190.24,"{""colors"": [""rd7298"", ""ol4567""], ""speeds"": ""11""}"
AB-GR-017,Gears & Drivetrain,Precision Chainring,Reliable gears & drivetrain for everyday use,338.6,241.86,"{""colors"": [""sv3456"", ""cb8901"", ""wh9001""], ""speeds"": ""8""}"
AB-GR-018,Gears & Drivetrain,Heavy-Duty Chainring,Professional-grade gears & drivetrain with advanced features,721.14,515.1,"{""colors"": [""rd7298"", ""cr4321"", ""sv3456"", ""bk1798""], ""speeds"": ""8""}"
AB-GR-019,Gears & Drivetrain,Durable Derailleur,Reliable gears & drivetrain for everyday use,535.43,382.45,"{""colors"": [""gy6789"", ""ti2345"", ""wh9001""], ""speeds"": ""9""}"
AB-GR-020,Gears & Drivetrain,High-Performance Shifter,Professional-grade gears & drivetrain with advanced features,487.49,348.21,"{""colors"": [""wh9001"", ""cr4321"", ""yl5678"", ""br7654"", ""gy6789""], ""speeds"": ""8""}"
AB-GR-021,Gears & Drivetrain,Lightweight Chainring,Durable gears & drivetrain built for performance,660.11,471.51,"{""colors"": [""wh9001"", ""yl5678""], ""speeds"": ""24""}"
AB-GR-022,Gears & Drivetrain,High-Performance Gear,Durable gears & drivetrain built for performance,382.17,272.98,"{""colors"": [""bl4567"", ""sv3456"", ""or8901"", ""gr5432"", ""cr4321""], ""speeds"": ""10""}"
AB-GR-023,Gears & Drivetrain,High-Performance Gear,Lightweight gears & drivetrain for competitive riding,341.36,243.83,"{""colors"": [""or8901"", ""gy6789""], ""speeds"": ""27""}"
AB-GR-024,Gears & Drivetrain,Heavy-Duty Gear,Reliable gears & drivetrain for everyday use,243.17,173.69,"{""colors"": [""fg3456"", ""rd7298""], ""speeds"": ""8""}"
AB-GR-025,Gears & Drivetrain,Lightweight Shifter,Lightweight gears & drivetrain for competitive riding,344.44,246.03,"{""colors"": [""bl4567"", ""ol4567""], ""speeds"": ""21""}"
